id,type,prix,date_debut,date_fin,statut
393,Premium Mensuel,67.61,2025-10-20,2025-11-16,SUSPENDU
3192,Basique Hebdomadaire,13.49,2026-09-21,2026-09-28,ACTIVE
17,Etudiant Mensuel,28.67,2025-04-21,2025-05-24,ACTIVE
6336,Basique Hebdomadaire,13.14,2025-10-07,2025-10-13,ACTIVE
4201,Premium Mensuel,66.23,2026-01-02,2026-01-31,ACTIVE
2673,Etudiant Mensuel,29.58,2024-07-05,2024-08-05,ACTIVE
2445,Basique Hebdomadaire,12.08,2023-08-07,2023-08-13,EXPIRE
6698,Premium Mensuel,74.52,2025-02-02,2025-03-09,ACTIVE
6165,Basique Hebdomadaire,16.83,2023-08-03,2023-08-11,ACTIVE
2602,Etudiant Mensuel,31.61,2026-03-25,2026-04-28,SUSPENDU
3494,Premium Hebdomadaire,19.83,2023-07-05,2023-07-12,ACTIVE
6045,Basique Mensuel,42.69,2026-11-14,2026-12-18,ACTIVE
1460,Basique Hebdomadaire,14.2,2023-03-10,2023-03-17,EXPIRE
3805,Pro Annuel,698.38,2024-08-07,2025-08-01,ACTIVE
9846,Etudiant Mensuel,25.88,2025-09-07,2025-10-09,EXPIRE
7395,Basique Mensuel,37.67,2023-09-05,2023-10-06,EXPIRE
4840,Basique Mensuel,36.41,2024-01-07,2024-02-07,ACTIVE
8112,Pro Annuel,706.51,2024-08-07,2025-08-14,ACTIVE
3836,Premium Hebdomadaire,19.07,2025-01-07,2025-01-15,SUSPENDU
9314,Basique Mensuel,41.43,2023-06-08,2023-07-08,ACTIVE
5684,Basique Hebdomadaire,13.08,2024-12-23,2024-12-29,EXPIRE
8749,Pro Annuel,724.47,2024-07-04,2025-06-29,ACTIVE
5828,Pro Annuel,728.05,2024-06-11,2025-06-08,ACTIVE
9749,Premium Hebdomadaire,19.76,2023-05-20,2023-05-29,EXPIRE
4725,Etudiant Mensuel,31.46,2023-07-03,2023-08-05,EXPIRE
8760,Pro Annuel,702.62,2024-05-10,2025-05-15,EXPIRE
5888,Premium Mensuel,70.99,2024-12-21,2025-01-24,ACTIVE
2356,Pro Annuel,668.46,2026-01-09,2027-01-15,ACTIVE
6037,Etudiant Mensuel,29.54,2025-10-24,2025-11-25,ACTIVE
4799,Premium Hebdomadaire,17.3,2025-08-25,2025-09-02,SUSPENDU
2443,Family Mensuel,80.16,2026-08-04,2026-09-07,SUSPENDU
8646,Etudiant Mensuel,24.44,2026-05-15,2026-06-12,ACTIVE
4593,Premium Mensuel,70.97,2026-05-08,2026-06-06,EXPIRE
8773,Pro Annuel,656.57,2024-01-06,2024-12-31,ACTIVE
465,Premium Hebdomadaire,20.79,2024-12-27,2025-01-05,SUSPENDU
164,Pro Annuel,656.51,2026-01-07,2027-01-08,ACTIVE
9262,Basique Hebdomadaire,15.68,2023-03-05,2023-03-11,EXPIRE
9434,Premium Mensuel,68.84,2025-04-11,2025-05-11,ACTIVE
8406,Basique Mensuel,38.23,2024-11-01,2024-12-05,ACTIVE
9778,Premium Hebdomadaire,21.29,2024-08-13,2024-08-21,EXPIRE
9479,Pro Annuel,700.21,2023-05-23,2024-05-21,ACTIVE
7381,Family Mensuel,76.87,2026-01-22,2026-02-20,ACTIVE
6637,Basique Hebdomadaire,14.68,2026-11-03,2026-11-11,SUSPENDU
242,Premium Hebdomadaire,19.78,2026-02-05,2026-02-11,ACTIVE
2010,Basique Mensuel,41.68,2023-12-11,2024-01-09,EXPIRE
6357,Family Mensuel,83.85,2026-02-18,2026-03-17,SUSPENDU
3085,Basique Mensuel,39.66,2023-08-07,2023-09-04,EXPIRE
6209,Premium Hebdomadaire,19.88,2024-08-25,2024-09-01,SUSPENDU
901,Premium Mensuel,73.45,2025-06-20,2025-07-20,ACTIVE
5543,Basique Hebdomadaire,16.19,2026-05-15,2026-05-24,ACTIVE
6008,Premium Mensuel,67.14,2024-02-23,2024-03-26,ACTIVE
7639,Premium Mensuel,70.87,2025-01-26,2025-02-28,ACTIVE
6794,Basique Hebdomadaire,12.9,2023-11-12,2023-11-21,EXPIRE
8870,Basique Hebdomadaire,11.53,2026-10-16,2026-10-24,EXPIRE
7759,Basique Mensuel,37.46,2026-08-02,2026-09-03,ACTIVE
4838,Etudiant Mensuel,26.62,2023-04-10,2023-05-08,EXPIRE
2294,Etudiant Mensuel,26.54,2023-04-18,2023-05-20,EXPIRE
6549,Basique Hebdomadaire,14.21,2023-06-23,2023-06-29,EXPIRE
7899,Etudiant Mensuel,28.08,2024-02-10,2024-03-16,ACTIVE
7978,Basique Hebdomadaire,14.29,2026-11-17,2026-11-24,EXPIRE
4482,Premium Hebdomadaire,21.3,2024-06-27,2024-07-04,ACTIVE
5303,Basique Mensuel,41.53,2026-02-03,2026-03-01,SUSPENDU
4606,Etudiant Mensuel,27.53,2025-11-28,2025-12-30,SUSPENDU
3717,Pro Annuel,705.83,2025-12-25,2026-12-28,SUSPENDU
9072,Pro Annuel,709.05,2025-02-14,2026-02-21,ACTIVE
6141,Pro Annuel,699.12,2025-05-01,2026-04-29,ACTIVE
1765,Basique Mensuel,39.55,2024-11-24,2024-12-26,EXPIRE
6599,Premium Mensuel,62.61,2026-01-23,2026-02-22,SUSPENDU
1550,Pro Annuel,702.2,2025-04-03,2026-04-05,EXPIRE
3030,Family Mensuel,85.75,2026-07-04,2026-08-07,EXPIRE
8654,Premium Mensuel,75.04,2026-06-05,2026-07-08,ACTIVE
6299,Etudiant Mensuel,29.87,2026-10-20,2026-11-22,SUSPENDU
6663,Premium Mensuel,71.55,2025-04-06,2025-05-04,EXPIRE
6627,Etudiant Mensuel,26.98,2024-09-10,2024-10-10,SUSPENDU
2045,Basique Mensuel,36.11,2023-01-21,2023-02-22,ACTIVE
768,Etudiant Mensuel,31.18,2025-12-18,2026-01-18,EXPIRE
5694,Premium Hebdomadaire,18.11,2026-03-02,2026-03-09,ACTIVE
7871,Premium Hebdomadaire,22.74,2026-02-05,2026-02-12,ACTIVE
7796,Family Mensuel,82.14,2024-05-25,2024-06-23,ACTIVE
1509,Basique Hebdomadaire,14.15,2023-03-05,2023-03-14,EXPIRE
7231,Basique Hebdomadaire,11.64,2024-07-18,2024-07-24,ACTIVE
7858,Etudiant Mensuel,26.4,2025-11-28,2025-12-29,ACTIVE
3303,Family Mensuel,80.38,2026-08-28,2026-09-28,ACTIVE
4518,Pro Annuel,700.61,2025-02-13,2026-02-15,EXPIRE
4220,Pro Annuel,734.74,2025-06-15,2026-06-24,ACTIVE
9079,Etudiant Mensuel,29.69,2026-06-24,2026-07-28,EXPIRE
9941,Basique Mensuel,40.57,2023-07-08,2023-08-03,SUSPENDU
3293,Pro Annuel,730.29,2026-06-12,2027-06-05,SUSPENDU
820,Basique Mensuel,43.51,2025-07-06,2025-08-01,ACTIVE
1404,Family Mensuel,78.98,2023-01-09,2023-02-12,ACTIVE
1383,Basique Mensuel,46.37,2026-10-24,2026-11-27,EXPIRE
2149,Pro Annuel,699.8,2023-11-03,2024-10-28,EXPIRE
6929,Basique Hebdomadaire,13.87,2024-12-25,2025-01-02,EXPIRE
5672,Family Mensuel,75.27,2023-01-21,2023-02-17,EXPIRE
1639,Etudiant Mensuel,32.52,2024-09-23,2024-10-26,ACTIVE
5892,Etudiant Mensuel,29.28,2023-10-04,2023-11-05,ACTIVE
7428,Pro Annuel,697.88,2024-11-24,2025-11-20,EXPIRE
609,Basique Hebdomadaire,10.79,2023-03-19,2023-03-28,ACTIVE
6908,Premium Mensuel,71.85,2023-02-17,2023-03-22,EXPIRE
400,Premium Hebdomadaire,22.22,2023-05-13,2023-05-20,EXPIRE
7248,Basique Hebdomadaire,14.02,2026-11-05,2026-11-13,SUSPENDU
6407,Basique Hebdomadaire,12.84,2026-11-10,2026-11-16,ACTIVE
883,Premium Mensuel,67.41,2025-09-27,2025-11-01,ACTIVE
3566,Pro Annuel,710.08,2023-08-17,2024-08-24,ACTIVE
4286,Basique Mensuel,40.36,2026-10-08,2026-11-04,SUSPENDU
1180,Family Mensuel,73.2,2023-09-08,2023-10-04,EXPIRE
5449,Basique Mensuel,42.17,2023-06-25,2023-07-27,EXPIRE
4245,Premium Hebdomadaire,21.04,2026-11-02,2026-11-11,ACTIVE
5219,Premium Hebdomadaire,20.06,2025-02-02,2025-02-10,ACTIVE
3977,Etudiant Mensuel,30.02,2026-06-06,2026-07-06,SUSPENDU
2131,Premium Hebdomadaire,20.78,2025-02-18,2025-02-25,SUSPENDU
5079,Pro Annuel,700.59,2023-10-23,2024-10-21,EXPIRE
457,Basique Mensuel,39.8,2026-02-12,2026-03-16,ACTIVE
5583,Premium Mensuel,71.25,2025-09-09,2025-10-13,SUSPENDU
5176,Premium Mensuel,75.73,2024-10-11,2024-11-14,ACTIVE
1951,Premium Hebdomadaire,17.8,2023-03-03,2023-03-11,EXPIRE
5373,Etudiant Mensuel,29.64,2023-06-07,2023-07-12,SUSPENDU
690,Pro Annuel,658.79,2025-09-21,2026-09-23,ACTIVE
8853,Etudiant Mensuel,28.61,2024-07-27,2024-08-31,ACTIVE
6526,Basique Mensuel,43.0,2023-08-08,2023-09-10,EXPIRE
9822,Family Mensuel,80.7,2026-11-03,2026-12-04,EXPIRE
6489,Premium Mensuel,66.51,2025-01-02,2025-01-29,ACTIVE
6922,Basique Hebdomadaire,12.85,2026-05-01,2026-05-09,ACTIVE
1954,Family Mensuel,78.81,2025-03-07,2025-04-07,SUSPENDU
7635,Basique Mensuel,43.32,2024-08-14,2024-09-12,ACTIVE
5637,Etudiant Mensuel,34.24,2024-04-01,2024-05-06,SUSPENDU
7155,Etudiant Mensuel,28.42,2024-06-21,2024-07-19,ACTIVE
8425,Premium Mensuel,73.89,2023-06-25,2023-07-25,EXPIRE
6611,Basique Mensuel,42.82,2025-07-26,2025-08-23,SUSPENDU
2711,Premium Mensuel,68.52,2023-03-26,2023-04-22,EXPIRE
8731,Basique Hebdomadaire,13.18,2025-05-12,2025-05-20,ACTIVE
3202,Pro Annuel,668.76,2025-09-21,2026-09-28,ACTIVE
4350,Family Mensuel,78.98,2026-03-25,2026-04-24,ACTIVE
4139,Premium Mensuel,71.59,2023-10-28,2023-11-24,EXPIRE
1885,Premium Mensuel,69.94,2024-02-10,2024-03-12,ACTIVE
8640,Family Mensuel,81.38,2026-04-28,2026-06-01,EXPIRE
4486,Premium Hebdomadaire,18.12,2023-02-16,2023-02-24,EXPIRE
2495,Basique Mensuel,37.73,2025-04-22,2025-05-21,ACTIVE
5948,Pro Annuel,660.09,2024-01-15,2025-01-10,EXPIRE
3037,Etudiant Mensuel,29.87,2023-10-05,2023-11-07,EXPIRE
5778,Pro Annuel,699.35,2024-03-11,2025-03-07,ACTIVE
3604,Basique Mensuel,42.49,2023-03-12,2023-04-15,ACTIVE
846,Etudiant Mensuel,28.88,2023-10-05,2023-10-31,EXPIRE
543,Pro Annuel,658.94,2026-01-04,2027-01-02,ACTIVE
3725,Family Mensuel,74.07,2024-01-15,2024-02-14,ACTIVE
4188,Basique Mensuel,38.7,2026-05-20,2026-06-20,ACTIVE
3680,Premium Mensuel,75.14,2026-06-19,2026-07-24,EXPIRE
8900,Pro Annuel,711.11,2023-04-25,2024-05-04,EXPIRE
7968,Premium Hebdomadaire,19.31,2024-08-17,2024-08-23,EXPIRE
8486,Premium Hebdomadaire,21.35,2024-08-13,2024-08-20,SUSPENDU
6076,Premium Hebdomadaire,19.6,2025-05-15,2025-05-23,ACTIVE
7341,Basique Mensuel,41.41,2024-11-07,2024-12-11,ACTIVE
8226,Premium Hebdomadaire,20.13,2025-04-23,2025-05-01,ACTIVE
7247,Basique Mensuel,42.28,2024-05-15,2024-06-18,SUSPENDU
9711,Pro Annuel,666.11,2025-01-08,2026-01-15,ACTIVE
8291,Basique Mensuel,42.33,2026-02-25,2026-03-30,ACTIVE
7138,Pro Annuel,698.89,2024-04-06,2025-04-08,EXPIRE
2965,Premium Mensuel,72.19,2026-08-09,2026-09-09,SUSPENDU
7560,Family Mensuel,79.61,2023-12-13,2024-01-10,SUSPENDU
2530,Basique Hebdomadaire,12.47,2026-06-07,2026-06-16,ACTIVE
7285,Basique Mensuel,42.24,2024-12-02,2024-12-29,SUSPENDU
5773,Family Mensuel,81.25,2024-12-11,2025-01-12,SUSPENDU
1049,Premium Mensuel,75.45,2025-06-23,2025-07-21,EXPIRE
7046,Premium Hebdomadaire,19.99,2026-04-23,2026-05-01,EXPIRE
1961,Pro Annuel,657.89,2023-01-07,2024-01-06,EXPIRE
2531,Premium Hebdomadaire,21.84,2026-10-09,2026-10-18,ACTIVE
9049,Basique Mensuel,39.64,2025-03-27,2025-04-28,ACTIVE
7604,Basique Hebdomadaire,10.68,2026-09-10,2026-09-16,ACTIVE
6525,Etudiant Mensuel,32.51,2026-05-24,2026-06-27,ACTIVE
238,Basique Hebdomadaire,14.33,2024-02-12,2024-02-20,ACTIVE
4918,Basique Hebdomadaire,12.31,2024-02-12,2024-02-19,ACTIVE
6480,Premium Hebdomadaire,20.52,2026-10-25,2026-11-01,SUSPENDU
1134,Pro Annuel,710.81,2026-08-26,2027-09-01,ACTIVE
6977,Basique Hebdomadaire,13.57,2024-12-26,2025-01-02,EXPIRE
5902,Family Mensuel,75.45,2026-10-19,2026-11-20,ACTIVE
9058,Premium Hebdomadaire,20.78,2024-04-28,2024-05-07,ACTIVE
4260,Basique Hebdomadaire,11.91,2026-07-23,2026-07-30,ACTIVE
8841,Premium Mensuel,68.72,2024-05-28,2024-06-28,ACTIVE
6966,Premium Hebdomadaire,20.96,2024-11-09,2024-11-15,ACTIVE
9980,Premium Hebdomadaire,16.82,2024-08-04,2024-08-10,SUSPENDU
793,Pro Annuel,658.48,2024-01-22,2025-01-24,ACTIVE
1986,Pro Annuel,710.91,2024-05-07,2025-05-17,EXPIRE
5657,Family Mensuel,81.81,2025-05-07,2025-06-06,ACTIVE
8740,Basique Mensuel,37.32,2023-11-08,2023-12-08,EXPIRE
7936,Etudiant Mensuel,33.14,2023-07-14,2023-08-17,SUSPENDU
6098,Family Mensuel,80.15,2025-08-08,2025-09-08,SUSPENDU
5908,Basique Hebdomadaire,10.0,2024-06-24,2024-07-01,ACTIVE
7374,Basique Mensuel,36.55,2025-05-16,2025-06-11,EXPIRE
8129,Basique Mensuel,39.66,2026-12-26,2027-01-24,ACTIVE
2979,Premium Hebdomadaire,22.77,2025-06-22,2025-06-30,EXPIRE
8862,Family Mensuel,75.43,2024-09-16,2024-10-16,SUSPENDU
9302,Family Mensuel,81.51,2023-08-13,2023-09-09,EXPIRE
6722,Family Mensuel,81.95,2023-12-04,2023-12-30,SUSPENDU
7843,Basique Hebdomadaire,15.69,2026-07-07,2026-07-16,EXPIRE
5525,Family Mensuel,78.45,2025-03-22,2025-04-23,ACTIVE
8722,Premium Hebdomadaire,20.34,2025-11-11,2025-11-18,ACTIVE
8432,Basique Mensuel,39.85,2024-08-21,2024-09-17,EXPIRE
9009,Pro Annuel,700.54,2026-08-20,2027-08-20,ACTIVE
8604,Basique Mensuel,43.24,2026-12-06,2027-01-10,ACTIVE
7175,Family Mensuel,84.96,2026-03-17,2026-04-20,ACTIVE
3920,Premium Hebdomadaire,18.68,2024-09-11,2024-09-18,ACTIVE
3139,Basique Mensuel,40.84,2025-11-02,2025-12-03,ACTIVE
9417,Etudiant Mensuel,31.11,2025-12-06,2026-01-04,SUSPENDU
9934,Premium Mensuel,68.69,2024-08-15,2024-09-16,ACTIVE
5790,Family Mensuel,83.36,2026-06-08,2026-07-05,EXPIRE
4074,Premium Hebdomadaire,18.53,2023-09-16,2023-09-23,EXPIRE
3288,Premium Hebdomadaire,20.41,2023-06-13,2023-06-20,EXPIRE
3230,Premium Mensuel,69.92,2025-04-21,2025-05-21,ACTIVE
1827,Premium Hebdomadaire,18.83,2024-06-17,2024-06-23,EXPIRE
5549,Basique Hebdomadaire,11.33,2024-01-08,2024-01-15,ACTIVE
594,Etudiant Mensuel,29.71,2023-07-22,2023-08-19,EXPIRE
2726,Premium Hebdomadaire,19.8,2023-01-03,2023-01-12,EXPIRE
4138,Etudiant Mensuel,28.6,2023-02-09,2023-03-08,EXPIRE
561,Family Mensuel,80.51,2024-08-13,2024-09-09,ACTIVE
7407,Basique Mensuel,39.31,2025-04-26,2025-05-28,ACTIVE
8807,Premium Mensuel,71.23,2024-06-27,2024-07-29,ACTIVE
8387,Etudiant Mensuel,30.92,2024-04-07,2024-05-03,ACTIVE
244,Basique Mensuel,44.05,2025-12-11,2026-01-15,ACTIVE
7269,Family Mensuel,80.32,2025-03-03,2025-03-30,ACTIVE
5436,Premium Hebdomadaire,18.89,2024-12-18,2024-12-24,EXPIRE
4438,Premium Hebdomadaire,19.3,2026-09-06,2026-09-14,EXPIRE
9685,Etudiant Mensuel,27.71,2023-07-08,2023-08-06,ACTIVE
8107,Basique Hebdomadaire,13.92,2025-02-12,2025-02-21,ACTIVE
406,Etudiant Mensuel,27.43,2026-09-26,2026-10-25,EXPIRE
1443,Basique Hebdomadaire,13.84,2025-06-28,2025-07-05,ACTIVE
262,Pro Annuel,709.88,2023-03-25,2024-04-01,EXPIRE
4407,Basique Hebdomadaire,13.78,2025-04-17,2025-04-25,EXPIRE
7634,Premium Hebdomadaire,21.26,2026-12-08,2026-12-14,EXPIRE
9534,Basique Mensuel,38.92,2023-02-07,2023-03-10,EXPIRE
1690,Family Mensuel,74.72,2026-01-25,2026-02-26,ACTIVE
9867,Premium Mensuel,70.57,2024-03-02,2024-04-01,ACTIVE
1726,Pro Annuel,659.95,2025-01-21,2026-01-25,SUSPENDU
8995,Pro Annuel,699.96,2024-11-21,2025-11-21,EXPIRE
4931,Basique Mensuel,41.96,2024-03-24,2024-04-22,ACTIVE
5963,Basique Mensuel,41.65,2025-06-19,2025-07-19,EXPIRE
2497,Premium Mensuel,69.49,2024-08-04,2024-09-05,ACTIVE
9015,Basique Mensuel,41.2,2023-07-22,2023-08-19,EXPIRE
6905,Basique Hebdomadaire,13.33,2026-02-17,2026-02-26,ACTIVE
6107,Etudiant Mensuel,35.82,2023-06-26,2023-07-31,EXPIRE
8201,Etudiant Mensuel,21.08,2026-05-15,2026-06-16,EXPIRE
341,Pro Annuel,726.51,2024-06-17,2025-06-19,EXPIRE
2409,Premium Hebdomadaire,21.45,2024-08-23,2024-08-30,ACTIVE
1602,Premium Mensuel,72.46,2026-11-20,2026-12-17,ACTIVE
9865,Etudiant Mensuel,28.2,2026-10-21,2026-11-16,EXPIRE
8360,Premium Mensuel,68.92,2023-08-09,2023-09-04,SUSPENDU
5783,Premium Mensuel,73.61,2025-06-25,2025-07-27,ACTIVE
4577,Family Mensuel,77.87,2023-10-06,2023-11-03,EXPIRE
7972,Basique Mensuel,41.15,2023-10-21,2023-11-20,ACTIVE
3726,Basique Mensuel,41.04,2023-05-06,2023-06-07,EXPIRE
2557,Pro Annuel,705.25,2025-04-28,2026-05-06,EXPIRE
2786,Pro Annuel,699.36,2025-05-18,2026-05-22,ACTIVE
1524,Premium Mensuel,68.26,2023-02-18,2023-03-18,EXPIRE
7718,Etudiant Mensuel,28.43,2025-01-10,2025-02-08,SUSPENDU
2508,Premium Mensuel,68.03,2024-09-05,2024-10-03,EXPIRE
2832,Basique Hebdomadaire,11.33,2025-11-13,2025-11-19,EXPIRE
1013,Pro Annuel,741.73,2023-07-19,2024-07-27,EXPIRE
5281,Family Mensuel,78.84,2024-10-12,2024-11-10,ACTIVE
4896,Basique Mensuel,40.07,2024-09-20,2024-10-24,ACTIVE
1767,Pro Annuel,731.9,2026-06-01,2027-05-28,ACTIVE
4552,Basique Mensuel,39.1,2024-01-11,2024-02-10,EXPIRE
7122,Family Mensuel,78.48,2024-02-26,2024-03-24,ACTIVE
6550,Premium Mensuel,71.04,2023-11-26,2023-12-28,ACTIVE
4038,Family Mensuel,82.09,2025-12-17,2026-01-20,EXPIRE
8271,Pro Annuel,697.33,2023-12-23,2024-12-17,SUSPENDU
149,Basique Hebdomadaire,14.93,2023-11-08,2023-11-16,ACTIVE
286,Etudiant Mensuel,26.98,2025-12-26,2026-01-28,ACTIVE
7801,Etudiant Mensuel,28.99,2023-12-02,2024-01-04,EXPIRE
9652,Premium Hebdomadaire,22.21,2024-08-12,2024-08-20,ACTIVE
364,Basique Mensuel,43.21,2025-03-07,2025-04-11,ACTIVE
5368,Premium Mensuel,71.94,2024-12-08,2025-01-11,ACTIVE
9946,Premium Hebdomadaire,17.78,2024-08-01,2024-08-09,ACTIVE
8411,Premium Mensuel,72.23,2024-11-24,2024-12-27,ACTIVE
9454,Premium Hebdomadaire,20.2,2026-01-12,2026-01-21,ACTIVE
4726,Premium Mensuel,66.78,2024-03-03,2024-04-06,EXPIRE
7272,Premium Mensuel,70.42,2025-03-28,2025-04-27,ACTIVE
6771,Premium Hebdomadaire,19.93,2025-05-27,2025-06-03,ACTIVE
4444,Premium Mensuel,69.52,2024-01-08,2024-02-12,ACTIVE
7447,Etudiant Mensuel,31.89,2024-03-07,2024-04-11,EXPIRE
237,Basique Mensuel,36.34,2023-10-17,2023-11-15,EXPIRE
7710,Pro Annuel,698.41,2025-10-17,2026-10-16,ACTIVE
9586,Basique Hebdomadaire,10.38,2025-01-13,2025-01-22,SUSPENDU
2563,Family Mensuel,78.32,2026-10-17,2026-11-18,ACTIVE
7124,Pro Annuel,699.91,2025-10-03,2026-09-27,ACTIVE
8537,Family Mensuel,84.34,2023-06-07,2023-07-07,EXPIRE
9603,Premium Mensuel,70.33,2023-04-02,2023-05-03,EXPIRE
5520,Premium Hebdomadaire,18.08,2026-07-28,2026-08-04,ACTIVE
9614,Premium Hebdomadaire,17.62,2026-11-25,2026-12-03,ACTIVE
3084,Premium Mensuel,70.48,2025-12-25,2026-01-28,ACTIVE
2960,Basique Hebdomadaire,11.0,2023-04-15,2023-04-22,SUSPENDU
2103,Basique Hebdomadaire,12.42,2025-11-09,2025-11-18,ACTIVE
633,Etudiant Mensuel,27.71,2026-10-02,2026-10-30,ACTIVE
6814,Pro Annuel,724.2,2025-07-06,2026-07-11,ACTIVE
2494,Etudiant Mensuel,30.59,2023-03-18,2023-04-18,SUSPENDU
2666,Premium Mensuel,70.03,2023-11-27,2023-12-30,SUSPENDU
8495,Etudiant Mensuel,24.53,2024-09-06,2024-10-08,EXPIRE
8426,Etudiant Mensuel,27.93,2024-08-23,2024-09-21,ACTIVE
9267,Premium Mensuel,72.05,2023-10-24,2023-11-28,EXPIRE
4212,Premium Mensuel,71.52,2026-03-18,2026-04-21,EXPIRE
3875,Premium Hebdomadaire,20.46,2024-06-04,2024-06-12,EXPIRE
2818,Family Mensuel,78.35,2024-01-11,2024-02-14,SUSPENDU
8269,Premium Mensuel,64.44,2025-09-10,2025-10-11,ACTIVE
9816,Basique Mensuel,40.36,2023-11-21,2023-12-19,EXPIRE
7427,Premium Mensuel,69.4,2024-08-12,2024-09-10,ACTIVE
8603,Pro Annuel,662.65,2024-09-13,2025-09-11,ACTIVE
8476,Basique Mensuel,39.05,2025-01-23,2025-02-25,EXPIRE
1736,Basique Hebdomadaire,10.08,2023-12-11,2023-12-18,SUSPENDU
7398,Family Mensuel,82.75,2026-10-16,2026-11-19,ACTIVE
4256,Basique Hebdomadaire,15.85,2024-08-06,2024-08-14,SUSPENDU
8289,Basique Mensuel,40.45,2026-06-01,2026-07-01,ACTIVE
2476,Premium Hebdomadaire,22.29,2023-12-23,2023-12-31,SUSPENDU
9985,Premium Hebdomadaire,18.84,2023-02-10,2023-02-18,ACTIVE
3714,Etudiant Mensuel,25.27,2026-07-01,2026-08-01,SUSPENDU
8979,Etudiant Mensuel,31.62,2023-12-09,2024-01-12,SUSPENDU
1805,Premium Hebdomadaire,16.74,2026-08-17,2026-08-23,ACTIVE
708,Premium Hebdomadaire,24.15,2026-02-05,2026-02-14,ACTIVE
9192,Basique Hebdomadaire,10.74,2024-02-24,2024-03-03,ACTIVE
5190,Etudiant Mensuel,31.11,2025-11-16,2025-12-18,ACTIVE
5473,Etudiant Mensuel,27.32,2023-08-27,2023-09-27,EXPIRE
73,Family Mensuel,83.13,2023-07-28,2023-08-23,ACTIVE
7844,Basique Mensuel,40.88,2026-06-08,2026-07-07,ACTIVE
5102,Pro Annuel,738.89,2026-06-08,2027-06-16,SUSPENDU
6765,Pro Annuel,696.17,2025-08-21,2026-08-25,SUSPENDU
1126,Family Mensuel,75.63,2025-01-12,2025-02-15,SUSPENDU
1242,Family Mensuel,82.82,2024-06-12,2024-07-12,ACTIVE
8254,Basique Hebdomadaire,12.14,2024-05-28,2024-06-05,EXPIRE
2350,Family Mensuel,81.78,2026-10-13,2026-11-16,ACTIVE
6603,Pro Annuel,701.63,2026-02-05,2027-02-08,ACTIVE
6781,Premium Hebdomadaire,20.95,2025-01-16,2025-01-22,EXPIRE
4359,Premium Mensuel,71.05,2024-04-12,2024-05-11,ACTIVE
1344,Pro Annuel,702.13,2025-03-20,2026-03-22,ACTIVE
9989,Pro Annuel,708.22,2024-03-23,2025-04-01,SUSPENDU
8680,Basique Mensuel,34.7,2025-09-23,2025-10-23,ACTIVE
9576,Basique Mensuel,40.07,2026-06-05,2026-07-07,ACTIVE
6653,Premium Hebdomadaire,19.64,2026-11-24,2026-12-03,EXPIRE
1101,Pro Annuel,701.79,2025-10-08,2026-10-06,ACTIVE
7328,Etudiant Mensuel,29.84,2026-06-06,2026-07-05,EXPIRE
7623,Premium Hebdomadaire,18.54,2023-08-28,2023-09-04,ACTIVE
988,Etudiant Mensuel,32.07,2024-02-02,2024-03-06,ACTIVE
2853,Premium Mensuel,68.0,2026-08-02,2026-09-01,ACTIVE
631,Premium Hebdomadaire,16.94,2025-04-22,2025-04-29,ACTIVE
1250,Premium Mensuel,69.69,2023-04-27,2023-05-31,ACTIVE
3180,Etudiant Mensuel,31.42,2024-02-08,2024-03-12,ACTIVE
483,Basique Hebdomadaire,10.1,2024-08-04,2024-08-11,ACTIVE
3041,Premium Hebdomadaire,22.89,2025-07-05,2025-07-13,ACTIVE
5011,Family Mensuel,86.07,2026-06-18,2026-07-14,ACTIVE
8728,Basique Hebdomadaire,14.62,2026-10-05,2026-10-11,ACTIVE
7001,Pro Annuel,659.4,2025-01-19,2026-01-22,ACTIVE
3274,Premium Hebdomadaire,21.09,2024-01-20,2024-01-29,ACTIVE
7228,Pro Annuel,657.9,2024-09-06,2025-08-30,ACTIVE
3684,Premium Hebdomadaire,22.2,2023-04-12,2023-04-19,EXPIRE
6675,Premium Mensuel,71.67,2024-03-04,2024-04-05,ACTIVE
6808,Premium Mensuel,73.74,2026-05-09,2026-06-13,ACTIVE
9739,Pro Annuel,701.65,2023-10-01,2024-10-05,ACTIVE
1317,Etudiant Mensuel,26.07,2023-12-06,2024-01-02,EXPIRE
3226,Family Mensuel,73.41,2023-01-03,2023-02-04,EXPIRE
1073,Premium Hebdomadaire,20.13,2025-04-01,2025-04-07,ACTIVE
4816,Premium Hebdomadaire,19.54,2026-12-09,2026-12-16,ACTIVE
8460,Pro Annuel,712.85,2024-11-05,2025-11-13,ACTIVE
5753,Premium Hebdomadaire,23.49,2026-12-07,2026-12-15,ACTIVE
9146,Premium Hebdomadaire,17.92,2024-12-12,2024-12-21,ACTIVE
4617,Premium Mensuel,72.05,2024-11-15,2024-12-17,EXPIRE
3098,Basique Mensuel,43.54,2023-02-17,2023-03-24,EXPIRE
6870,Pro Annuel,697.61,2024-05-10,2025-05-07,ACTIVE
1301,Premium Hebdomadaire,18.79,2024-11-12,2024-11-18,ACTIVE
7286,Pro Annuel,666.09,2026-01-14,2027-01-20,EXPIRE
6285,Pro Annuel,698.92,2025-03-21,2026-03-20,ACTIVE
5496,Family Mensuel,80.19,2025-08-24,2025-09-28,ACTIVE
5292,Family Mensuel,80.81,2023-10-28,2023-11-28,EXPIRE
